Player Id,Name,Team,Included in rank?,COV SCHEME,Passing grade,Att
77672,Brock Purdy,49ers,1,Cover 2-Man,70.7,1
77672,Brock Purdy,49ers,1,Cover-3,73.3,92
77672,Brock Purdy,49ers,1,Cover-3 Cloud,60.4,1
77672,Brock Purdy,49ers,1,Cover-3 Seam,75.8,40
77672,Brock Purdy,49ers,1,Cover-6,73,64
77672,Brock Purdy,49ers,1,Goal Line,58.4,2
77672,Brock Purdy,49ers,1,Prevent,46.2,4
77672,Brock Purdy,49ers,1,Quarters,71.9,66
77672,Brock Purdy,49ers,1,Red Zone,73.4,20
82096,Zach Wilson,Dolphins,0,Cover-1,60,1
82096,Zach Wilson,Dolphins,0,Cover-2,59,3
82096,Zach Wilson,Dolphins,0,Cover-3,55.4,6
82096,Zach Wilson,Dolphins,0,Cover-6,48.3,2
82118,Justin Fields,Jets,1,Cover-0,80.6,21
82118,Justin Fields,Jets,1,Cover-1,70.5,53
82118,Justin Fields,Jets,1,Cover-2,39.7,64
82118,Justin Fields,Jets,1,Cover 2-Man,46,2
82118,Justin Fields,Jets,1,Cover-3,75.9,66
82118,Justin Fields,Jets,1,Cover-3 Cloud,54.7,2
82118,Justin Fields,Jets,1,Cover-3 Seam,39.1,14
82118,Justin Fields,Jets,1,Cover-6,60.9,24
82118,Justin Fields,Jets,1,Goal Line,73.2,1
82118,Justin Fields,Jets,1,Prevent,60.5,1
82118,Justin Fields,Jets,1,Quarters,65.4,20
82118,Justin Fields,Jets,1,Red Zone,69.3,6
82118,Justin Fields,Jets,1,Unknown,56.1,2
82134,Michael Penix Jr.,Falcons,1,Bracket,39.2,4
82134,Michael Penix Jr.,Falcons,1,Cover-0,51,14
82134,Michael Penix Jr.,Falcons,1,Cover-1,50.4,66
82134,Michael Penix Jr.,Falcons,1,Cover-1 Double,47.5,1
82134,Michael Penix Jr.,Falcons,1,Cover-2,67.4,46
82134,Michael Penix Jr.,Falcons,1,Cover 2-Man,70.5,5
82134,Michael Penix Jr.,Falcons,1,Cover-3,55.8,82
82134,Michael Penix Jr.,Falcons,1,Cover-3 Cloud,53.1,2
82134,Michael Penix Jr.,Falcons,1,Cover-3 Seam,67.4,26
82134,Michael Penix Jr.,Falcons,1,Cover-6,78,36
82134,Michael Penix Jr.,Falcons,1,Quarters,62.8,31
82134,Michael Penix Jr.,Falcons,1,Red Zone,36.6,12
82151,Joe Milton III,Cowboys,0,Bracket,58,1
82151,Joe Milton III,Cowboys,0,Cover-0,55.5,2
82151,Joe Milton III,Cowboys,0,Cover-1,85.2,6
82151,Joe Milton III,Cowboys,0,Cover-2,44.7,6
82151,Joe Milton III,Cowboys,0,Cover-3,38.5,7
82151,Joe Milton III,Cowboys,0,Cover-3 Seam,60,2
82151,Joe Milton III,Cowboys,0,Quarters,54.9,6
83537,Tyler Shough,Saints,1,Cover-0,61.3,12
83537,Tyler Shough,Saints,1,Cover-1,68.7,38
83537,Tyler Shough,Saints,1,Cover-1 Double,71.5,3
83537,Tyler Shough,Saints,1,Cover-2,70.5,43
83537,Tyler Shough,Saints,1,Cover 2-Man,69.2,5
83537,Tyler Shough,Saints,1,Cover-3,58.9,95
83537,Tyler Shough,Saints,1,Cover-3 Cloud,,1
83537,Tyler Shough,Saints,1,Cover-3 Seam,82.2,44
83537,Tyler Shough,Saints,1,Cover-6,67.4,34
83537,Tyler Shough,Saints,1,Goal Line,,1
83537,Tyler Shough,Saints,1,Prevent,60,1
83537,Tyler Shough,Saints,1,Quarters,69.7,109
83537,Tyler Shough,Saints,1,Red Zone,56.5,8
83537,Tyler Shough,Saints,1,Unknown,53.2,3
86272,Dillon Gabriel,Browns,1,Bracket,68.3,3
86272,Dillon Gabriel,Browns,1,Cover-0,68.2,9
86272,Dillon Gabriel,Browns,1,Cover-1,60.3,59
86272,Dillon Gabriel,Browns,1,Cover-2,53.3,41
86272,Dillon Gabriel,Browns,1,Cover 2-Man,68.7,15
86272,Dillon Gabriel,Browns,1,Cover-3,41,48
86272,Dillon Gabriel,Browns,1,Cover-3 Cloud,54,1
86272,Dillon Gabriel,Browns,1,Cover-3 Seam,72.9,4
86272,Dillon Gabriel,Browns,1,Cover-6,65.4,12
86272,Dillon Gabriel,Browns,1,Prevent,54.9,1
86272,Dillon Gabriel,Browns,1,Quarters,32.6,28
86272,Dillon Gabriel,Browns,1,Red Zone,54.8,9
86272,Dillon Gabriel,Browns,1,Unknown,52,2
91399,Trey Lance,Chargers,0,Cover-0,62.3,4
91399,Trey Lance,Chargers,0,Cover-1,53.8,8
91399,Trey Lance,Chargers,0,Cover-2,50.9,13
91399,Trey Lance,Chargers,0,Cover 2-Man,,1
91399,Trey Lance,Chargers,0,Cover-3,46.7,11
91399,Trey Lance,Chargers,0,Cover-3 Cloud,,1
91399,Trey Lance,Chargers,0,Cover-3 Seam,25.5,7
91399,Trey Lance,Chargers,0,Cover-6,63.1,3
91399,Trey Lance,Chargers,0,Prevent,54.5,1
91399,Trey Lance,Chargers,0,Quarters,32.8,15
91399,Trey Lance,Chargers,0,Red Zone,64.3,4
91399,Trey Lance,Chargers,0,Unknown,51.1,4
97408,Spencer Rattler,Saints,1,Bracket,61.3,5
97408,Spencer Rattler,Saints,1,Cover-0,66.7,9
97408,Spencer Rattler,Saints,1,Cover-1,80.5,50
97408,Spencer Rattler,Saints,1,Cover-2,73.6,52
97408,Spencer Rattler,Saints,1,Cover 2-Man,80.3,4
97408,Spencer Rattler,Saints,1,Cover-3,66.3,90
97408,Spencer Rattler,Saints,1,Cover-3 Cloud,87.3,1
97408,Spencer Rattler,Saints,1,Cover-3 Seam,26.3,13
97408,Spencer Rattler,Saints,1,Cover-6,28.4,20
97408,Spencer Rattler,Saints,1,Goal Line,71.9,1
97408,Spencer Rattler,Saints,1,Quarters,61.4,63
97408,Spencer Rattler,Saints,1,Red Zone,53.2,3
97408,Spencer Rattler,Saints,1,Unknown,53.2,3
97790,Bo Nix,Broncos,1,Bracket,72.2,1
97790,Bo Nix,Broncos,1,Cover-0,49.7,28
97790,Bo Nix,Broncos,1,Cover-1,87.2,105
97790,Bo Nix,Broncos,1,Cover-2,62.8,113
97790,Bo Nix,Broncos,1,Cover 2-Man,80.1,6
97790,Bo Nix,Broncos,1,Cover-3,71.7,210
97790,Bo Nix,Broncos,1,Cover-3 Cloud,41.6,9
97790,Bo Nix,Broncos,1,Cover-3 Seam,68.1,52
97790,Bo Nix,Broncos,1,Cover-6,72.9,90
